Domain,Area,Element,Item,Year,Unit,Value
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","1993","t","171000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","1993","kg/ha","52.55"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","1994","t","183000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","1994","kg/ha","55.65"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","1995","t","183020"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","1995","kg/ha","59.7"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","1996","t","174000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","1996","kg/ha","57.29"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","1997","t","177000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","1997","kg/ha","58.2"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","1998","t","175000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","1998","kg/ha","56.44"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","1999","t","176000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","1999","kg/ha","56.5"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2000","t","167000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2000","kg/ha","53.33"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2001","t","165000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2001","kg/ha","52.57"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2002","t","160403"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2002","kg/ha","50.83"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2003","t","159288"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2003","kg/ha","50.27"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2004","t","154708"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2004","kg/ha","48.67"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2005","t","149562"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2005","kg/ha","46.72"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2006","t","148161"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2006","kg/ha","45.79"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2007","t","148784"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2007","kg/ha","46.07"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2008","t","162905"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2008","kg/ha","50.38"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2009","t","136009"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2009","kg/ha","42.08"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2010","t","156523"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2010","kg/ha","48.5"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2011","t","138900"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2011","kg/ha","43.13"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2012","t","138900"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2012","kg/ha","43.15"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2013","t","138136"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2013","kg/ha","43.41"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2014","t","147373"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2014","kg/ha","46.18"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2015","t","143479"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2015","kg/ha","44.73"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2016","t","138128"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2016","kg/ha","42.99"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2017","t","138948"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2017","kg/ha","43.32"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2018","t","138385"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2018","kg/ha","43.09"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2019","t","146798"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2019","kg/ha","45.67"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2020","t","139316"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2020","kg/ha","43.38"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2021","t","145807"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2021","kg/ha","45.42"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient nitrogen N (total)","2022","t","104922"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient nitrogen N (total)","2022","kg/ha","32.7"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1961","t","106276"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1961","kg/ha","39.87"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1962","t","98060"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1962","kg/ha","36.59"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1963","t","116152"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1963","kg/ha","43.08"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1964","t","131680"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1964","kg/ha","48.58"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1965","t","135821"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1965","kg/ha","49.91"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1966","t","137810"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1966","kg/ha","50.4"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1967","t","149786"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1967","kg/ha","54.6"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1968","t","172274"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1968","kg/ha","62.73"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1969","t","173678"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1969","kg/ha","66.48"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1970","t","180042"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1970","kg/ha","69.94"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1971","t","182793"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1971","kg/ha","71.58"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1972","t","181872"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1972","kg/ha","73.82"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1973","t","200730"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1973","kg/ha","82.43"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1974","t","200552"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1974","kg/ha","81.94"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1975","t","171482"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1975","kg/ha","69.88"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1976","t","139330"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1976","kg/ha","56.55"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1977","t","142934"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1977","kg/ha","59.05"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1978","t","152066"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1978","kg/ha","63.04"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1979","t","150002"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1979","kg/ha","62.46"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1980","t","150172"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1980","kg/ha","63.31"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1981","t","142379"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1981","kg/ha","60.44"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1982","t","159899"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1982","kg/ha","68.69"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1983","t","162615"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1983","kg/ha","70.26"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1984","t","152927"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1984","kg/ha","66.7"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1985","t","152200"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1985","kg/ha","66.86"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1986","t","151912"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1986","kg/ha","67.18"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1987","t","156093"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1987","kg/ha","68.43"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1988","t","141461"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1988","kg/ha","62.92"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1989","t","143089"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1989","kg/ha","63.24"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1990","t","117150"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1990","kg/ha","51.59"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1991","t","83900"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1991","kg/ha","36.45"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1992","t","82040"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1992","kg/ha","35.88"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1993","t","81745"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1993","kg/ha","35.89"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1994","t","82105"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1994","kg/ha","35.67"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1995","t","72850"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1995","kg/ha","33.95"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1996","t","57000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1996","kg/ha","26.81"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1997","t","56000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1997","kg/ha","26.31"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1998","t","53000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1998","kg/ha","24.42"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","1999","t","52000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","1999","kg/ha","23.85"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","2000","t","52000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","2000","kg/ha","23.72"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","2001","t","52000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","2001","kg/ha","23.67"
"Fertilizers by Nutrient","Finland","Agricultural Use","Nutrient phosphate P2O5 (total)","2002","t","52000"
"Fertilizers by Nutrient","Finland","Use per area of cropland","Nutrient phosphate P2O5 (total)","2002","kg/ha","23.54"
